Portfolio,Geography,Category,Brand,Segment,Initial Sales ($),Margin (%),Trend (%),Contribution (%),Optimized Sales ($),Optimized Contribution (%),Optimized Sales for Margin ($),Optimized Margin ($),Optimized Sales for Target ($),Optimized Margin for Target ($),Optimized Sales for Margin Target ($),Achieved Margin ($),Sales (Year 1),Margin (Year 1),Sales (Year 2),Margin (Year 2),Sales (Year 3),Margin (Year 3),Sales (Year 4),Margin (Year 4),Sales (Year 5),Margin (Year 5)
Skin/Body,North America,Fragrance,Aveda,Hair Dye,1664509.9172000762,14.93783426530973,1.2342215217882195,8.280952296489351,1897541.3056080868,0.024183914577064793,1897541.3056080868,283451.5753475304,1647864.8180280754,246155.31543338168,1498058.9254800687,223777.55948489244,1685053.656830459,251710.5225388749,1705850.95171674,254817.18798065532,1726904.9312924573,257962.19655592812,1748218.7636152906,261146.02150389898,1769795.6558437708,264369.14190459385
Skin/Body,North America,Fragrance,Aveda,Face Make-Up,2960196.2570447586,7.7728168328829055,14.391692555291172,11.851859527055604,3374623.7330310247,0.043009136005713725,3374623.7330310247,262303.321567497,2930594.294474311,227789.7266244053,3552235.5084537105,276108.7595447337,3386218.6013918775,263204.5694472,3873552.7717542774,301084.16187351884,4431022.577632113,344415.268783031,5068721.724060465,393982.45537976443,5798196.571070502,450683.19907980744
Skin/Body,North America,Fragrance,Aveda,Tools,4727745.237038851,18.422410256414732,6.957999576221702,13.906239290323636,5389629.57022429,0.06869012060138374,5389629.57022429,992899.6707277608,5389629.57022429,992899.6707277608,5673294.28444662,1045157.5481344849,5056701.730596855,931566.3382537763,5408547.01558258,996384.7201216981,5784873.694006567,1065713.1647253034,6187385.181120504,1139865.482210629,6617903.415802073,1219177.317632342
Skin/Body,North America,Fragrance,Elizabeth Arden,Lipstick,898216.2592336377,7.939742936287178,-4.095454221789239,5.554624630685701,1023966.5355263469,0.01305031893205952,1023966.5355263469,81300.31067439767,889234.0966413013,70602.90137513481,808394.633310274,64184.455795577116,861430.2235240563,68395.34532329411,826150.7430669719,65594.24526574393,792316.1175816923,62907.86297875723,759867.1736942764,60331.50024855633,728747.1614492235,57860.65127455804
Skin/Body,North America,Fragrance,Elizabeth Arden,Mascara,2249047.803602669,9.070235476608438,11.574750183038589,5.99454657371025,2563914.4961070423,0.03267675331941221,2563914.4961070423,232553.08221580743,2226557.325566642,201953.9924505696,2698857.3643232025,244792.71812190258,2509369.4683667943,227605.71975898556,2799822.7154996945,253950.51322339504,3123895.2003867514,283344.6507175474,3485478.265811451,316141.0861951068,3888913.6677632323,352733.62714813516
Skin/Body,North America,Fragrance,Elizabeth Arden,Toner,1764205.2935932134,13.140441247373728,-2.181515500504747,12.230757730556554,2011194.034696263,0.02563240367376877,2011194.034696263,264279.7704999476,1746563.2406572814,229506.11648679664,2117046.352311856,278189.23210520804,1725718.8816527522,226767.07573841483,1688072.0567543602,221820.11683113998,1651246.5031765746,216981.07659923093,1615224.3047582349,212247.60078005661,1579987.936182014,207617.38646959024
Skin/Body,North America,Fragrance,Elizabeth Arden,Bronzer,835477.8965589687,19.80330404900776,10.444895385933147,3.7820195414784137,952444.8020772242,0.012138783838185563,952444.8020772242,188615.54005432292,827123.117593379,163797.70583664885,751930.1069030719,148907.00530604442,922742.6888271477,182733.54025842962,1019122.1973564898,201819.86737343462,1125568.4447251982,222899.74138861886,1243132.8912738198,246181.38619217562,1372976.8212754962,271894.77443958836
Skin/Body,North America,Fragrance,Elizabeth Arden,Hair Dye,524849.5270562108,17.231921426822513,9.137146876952343,11.206100352573822,598328.4608440802,0.007625617604905236,598328.4608440802,103103.4902469684,519601.03178564867,89537.24153026205,472364.5743505897,81397.49230023823,572805.7992263265,98705.44525096331,625143.9064213368,107724.30675909363,682264.2233433719,117567.2348898507,744603.7075191541,128309.52582090795,812639.2419264119,140033.35565228542
Skin/Body,North America,Fragrance,Elizabeth Arden,Face Make-Up,3970716.560086756,6.110669776011355,2.1693145708854527,2.622166833351816,4526616.878498902,0.05769113725702846,4526616.878498902,276606.609470261,3931009.3944858885,240211.00296101617,4764859.872104107,291164.852073959,4056853.8929932797,247900.94469608038,4144859.815613516,253278.69601073512,4234774.863536396,258773.10766824466,4326640.451695286,264386.710398425,4420498.893443735,270122.0898305827
Skin/Body,North America,Fragrance,Elizabeth Arden,Tools,4383965.41644017,14.349471902413368,1.6179604970529837,1.8898169040043309,4997720.574741794,0.06369529195616769,4997720.574741794,717146.5096337056,4997720.574741794,717146.5096337056,5260758.499728204,754891.0627723216,4454896.245082636,639254.0849698011,4526974.70651277,649596.9635404099,4600219.368975727,660107.1858005495,4674649.101143534,670787.4593050105,4750283.076975879,681640.535415751
Skin/Body,North America,Fragrance,Kilian,Lipstick,1899420.44772048,9.877749830401205,9.59212356676128,9.925804598972984,2165339.310401347,0.02759696495583015,2165339.310401347,213886.8000607797,1880426.2432432752,185743.80005278238,2279304.5372645757,225144.0000639786,2081615.204118159,205616.74229438716,2281286.306681663,225339.7542892139,2500110.1081301733,246954.6219656716,2739923.759007109,270642.81445844704,3002740.631606121,296603.2076458617
Skin/Body,North America,Fragrance,Kilian,Mascara,4492457.3415934695,12.08322387742924,-2.608115081233966,10.98542702112193,5121401.369416554,0.06527158743094755,5121401.369416554,618830.3931283292,5121401.369416554,618830.3931283292,5390948.809912163,651400.413819294,4375288.884149368,528675.9511560438,4261176.314914315,514887.47394308593,4150039.932807065,501458.6160837917,4041802.1154422923,488379.9982915632,3936387.264915808,475642.48590239073
Skin/Body,North America,Fragrance,Kilian,Toner,3923532.7187760384,13.419157963542444,10.41934359909122,7.91313834910147,4472827.2994046835,0.05700559614015987,4472827.2994046835,600215.760743564,4472827.2994046835,600215.760743564,4708239.262531246,631806.0639405937,4332339.07396808,581363.4238520486,4783740.3679625,641937.6765426345,5282174.713788944,708823.3687536344,5832542.646722928,782678.111054729,6440255.305648519,864228.0327203979
Skin/Body,North America,Fragrance,Kilian,Bronzer,2852297.7322189733,11.413115275378244,-4.491617465118097,2.5104799779062623,3251619.414729629,0.041441462133414146,3251619.414729629,371111.07211967197,3251619.414729629,371111.07211967197,3422757.2786627677,390643.23381018103,2724183.429121459,310914.1950783841,2601823.5304371864,296949.11879071203,2484959.570332518,283611.3003085942,2373344.6922703385,270872.5656108848,2266743.1275648708,258706.0061456928
Skin/Body,North America,Fragrance,Kilian,Hair Dye,641431.3355903041,14.546156168956706,1.287119621526534,8.119989676305838,731231.7225729466,0.009319452210331225,731231.7225729466,106366.10832241306,635017.0222344011,92370.5677536745,577288.2020312737,83973.24341243137,649687.3241693067,94504.53278358336,658049.5771972606,95720.91916827284,666519.462424739,96952.96190079325,675098.3652069011,98200.86249706952,683787.6887300841,99464.8250667776
Skin/Body,North America,Fragrance,Kilian,Face Make-Up,4584049.132667419,8.739383437233124,3.2076584607125938,11.577715939602681,5225816.011240857,0.06660233831948462,5225816.011240857,456704.0989466601,5225816.011240857,456704.0989466601,5500858.959200902,480741.15678595804,4731089.772514648,413468.0759797754,4882846.973886623,426730.71970128635,5039472.027968146,440418.78373624437,5201121.078848511,454545.9141153275,5367955.279186103,469126.19458727137
Skin/Body,North America,Fragrance,Kilian,Tools,1529591.744712301,6.1546986474318945,0.795029058275361,3.257098021556062,1743734.588972023,0.022223668185846774,1743734.588972023,107321.6091622632,1514295.827265178,93200.34479880753,1835510.0936547613,112970.11490764549,1541752.4435557448,94890.21679027361,1554009.8234886832,95644.62158721675,1566364.6531538717,96405.02412151262,1578817.7073049992,97171.47207691603,1591369.7668552708,97944.01351628144
Skin/Body,North America,Fragrance,Frederic Malle,Lipstick,4683639.435541579,17.121805693466253,7.66807513020847,13.200448262628047,5339348.956517399,0.06804930078725055,5339348.956517399,914192.953631027,5339348.956517399,914192.953631027,5620367.322649894,962308.3722431863,5042784.426286979,863415.7510092334,5429468.9247491155,929623.119482675,5845804.6810702,1000907.3187123942,6294065.375979906,1077657.6438950156,6776699.037754483,1160293.2416753196
Skin/Body,North America,Fragrance,Frederic Malle,Mascara,4116524.346046015,7.798550883290538,12.851179969799556,8.55079138681911,4692837.754492457,0.05980960047786718,4692837.754492457,365973.34015436337,4692837.754492457,365973.34015436337,4939829.215255218,385235.0948993298,4645546.298257004,362285.29187639244,5242553.813626372,408843.2267395412,5916283.839229088,461384.4056021754,6676596.122932585,520677.74591870094,7534617.506547311,587590.9801094088
Skin/Body,North America,Fragrance,Frederic Malle,Toner,4133480.6982382815,18.4413694988524,1.3600694994372775,2.5407269433874746,4712167.995991641,0.06005596186551585,4712167.995991641,868988.3115474868,4712167.995991641,868988.3115474868,4960176.837885938,914724.5384710388,4189698.9084801474,772637.8566022099,4246681.725452643,783146.2684309625,4304439.548338701,793797.6019638733,4362982.9177573705,804593.8010354482,4422322.517687447,815536.8359176945
Skin/Body,North America,Fragrance,Frederic Malle,Bronzer,1525708.2314387376,11.406616829393844,11.360295318449861,13.050228165588809,1739307.3838401607,0.022167244038236566,1739307.3838401607,198396.12876000156,1510451.1491243502,172291.37497579082,1830849.877726485,208838.03027368584,1699033.1922280767,193802.20604167526,1892048.380423672,215818.70898168022,2106990.6640077494,240336.35167446506,2346351.025771197,267639.27098227246,2612903.4315062826,298043.8825540049
Skin/Body,North America,Fragrance,Frederic Malle,Hair Dye,531284.5873903582,12.661209538663485,3.34822006297558,4.109509346590223,605664.4296250083,0.007719113562971415,605664.4296250083,76684.44253597333,525971.7415164546,66594.3843075558,478156.1286513224,60540.349370505275,549073.1645368591,69519.30388258226,567457.3423922972,71846.96316281984,586457.0629791041,74252.55759807605,606092.9360225076,76738.6966288473,626386.261306691,79308.07706544033
Skin/Body,North America,Fragrance,Frederic Malle,Face Make-Up,1039394.1530015726,10.06422757105442,13.858194078250385,5.524841048290574,1184909.3344217925,0.015101513753894437,1184909.3344217925,119251.97192687547,1029000.2114715568,103560.92298912871,935454.7377014153,94146.29362648066,1183435.411962517,119103.63301635311,1347438.1881430245,135609.24563400642,1534168.7873403453,154402.2380820183,1746776.875377911,175799.59989658665,1988848.6048817793,200162.24963904324
Skin/Body,North America,Fragrance,Frederic Malle,Tools,2834557.7978451476,15.545284383427667,2.2725920475858796,14.604949158093449,3231395.889543468,0.04118371596256465,3231395.889543468,502329.68058392435,3231395.889543468,502329.68058392435,3401469.357414177,528768.0848251835,2898975.732943202,450654.02189257735,2964857.624911513,460895.5493562339,3032236.7435174957,471369.82495858095,3101147.114614651,482082.13811530906,3171623.5373253226,493037.89844894956
Skin/Body,North America,Fragrance,Balmain,Lipstick,4831012.8272395,8.776734437380462,4.94497011784771,5.2122963374347755,5507354.62305303,0.07019051092900211,5507354.62305303,483365.88979016023,5507354.62305303,483365.88979016023,5797215.3926874,508806.199779116,5069904.967935883,444972.09526329156,5320610.25360359,466975.8324068222,5583712.840731429,490067.6477769102,5859825.772172024,514301.3465167176,6149592.4055638695,539733.3944176577
Skin/Body,North America,Fragrance,Balmain,Mascara,1781782.2246986043,5.553304210317992,7.191286679597937,8.03750632520406,2031231.7361564087,0.025887781545649982,2031231.7361564087,112800.4775252891,1763964.4024516183,97958.30942985634,2138138.669638325,118737.3447634622,1909915.292482799,106063.40635095446,2047262.7765027182,113690.72996379847,2194487.3118457254,121866.55628362279,2352299.185587954,130630.32971253167,2521459.7635854315,140024.33121266385
Skin/Body,North America,Fragrance,Balmain,Toner,731654.380624952,9.179696963549173,13.165317719333075,4.353866469337614,834085.9939124453,0.010630316382093514,834085.9939124453,76566.56665656967,724337.8368187025,66492.01841228419,658488.9425624568,60447.2894657129,827979.0044416455,76005.9635295544,936985.071025759,86012.39011386065,1060342.1326090186,97336.19455034261,1199939.5432789482,110150.8138188034,1357915.3965915358,124652.5184284799
Skin/Body,North America,Fragrance,Balmain,Bronzer,1152026.9244105038,12.341791404163445,14.713009082212015,4.388773801161006,1313310.6938279741,0.016737972205829416,1313310.6938279741,162086.06632082022,1140506.6551663987,140758.95233123863,1036824.2319694535,127962.68393748967,1321524.750428549,163099.8280522831,1515960.8069827813,187096.7205666877,1739004.2581969327,214624.2780561853,1994864.112645501,246201.96757922383,2288368.650716822,282425.68542973977
Skin/Body,North America,Fragrance,Balmain,Hair Dye,3524609.9633264537,16.424294229930766,-0.24724912015200662,11.195028880566035,4018055.358192157,0.05120958751266641,4018055.358192157,659937.2343509784,4018055.358192157,659937.2343509784,4229531.955991744,694670.7730010299,3515895.396203339,577461.0046890265,3507202.3757707616,576033.237435712,3498530.848754718,574609.0003243691,3489880.7620129255,573188.2846267528,3481252.062534495,571771.0816361988
Skin/Body,North America,Fragrance,Balmain,Face Make-Up,2155024.09723664,14.484587458903691,7.6705942152178945,8.500845577046618,2456727.470849769,0.03131066876835108,2456727.470849769,355846.8391421475,2456727.470849769,355846.8391421475,2586028.9166839677,374575.62014962896,2320327.2509758254,336089.83000036917,2498310.1388633014,361869.91705831315,2689945.371853152,389627.4899828019,2896280.1659390414,419514.23369032145,3118442.0648040646,451693.46823178686
Skin/Body,North America,Fragrance,Balmain,Tools,906303.9652448373,17.52953743383857,1.4156012994347167,3.611259145597959,1033186.5203791144,0.013167826427375786,1033186.5203791144,181112.81785123106,897240.925592389,157282.1839234375,815673.5687203537,142983.80356676137,919133.6159536716,161119.87127559292,932144.8833646531,163400.68626701777,945340.3384461775,165713.78850509893,958722.5885613022,168059.63504851962,972294.2779829502,170438.6894260917
Skin/Body,North America,Hair Dye,Bobbi Brown,Lipstick,683488.1369964376,13.863394147823627,8.55128723684565,1.2322296049899861,779176.4761759387,0.009930501794404235,779176.4761759387,108020.30599939344,676653.2556264732,93807.10784157853,615139.3232967939,85279.18894688958,741935.170820768,102857.39705221157,805380.1783888332,111653.02851848898,874250.5507914821,121200.79969574216,949010.2265593668,131565.02821107898,1030162.8169394978,142815.53167664536
Skin/Body,North America,Hair Dye,Bobbi Brown,Mascara,2804418.7623467646,8.39743662796907,7.903455808188998,3.44113000606988,3197037.3890753114,0.04074582138927542,3197037.3890753114,268469.1887200762,2776374.574723297,233144.2954674346,3365302.5148161175,282599.1460211329,3026064.759905402,254111.87053436053,3265228.4509317065,274195.4899254062,3523294.3385875085,295866.40929970803,3801756.349630197,319250.080209986,4102226.4826582395,344481.86921699025
Skin/Body,North America,Hair Dye,Bobbi Brown,Toner,3609219.821461097,10.801030194508062,13.73459977473469,2.9252932180439055,4114510.59646565,0.05243889684892303,4114510.59646565,444409.5318804886,4114510.59646565,444409.5318804886,4331063.785753316,467799.50724261964,4104931.718929172,443374.91442547867,4668727.661550231,504270.6844233906,5309958.720436484,573530.2447102584,6039260.2988920575,652302.328408269,6868728.530299327,741893.4425364202
Skin/Body,North America,Hair Dye,Bobbi Brown,Bronzer,2034798.5797261633,6.702102818608836,13.493872365571256,13.282750947333735,2319670.380887826,0.029563894167964434,2319670.380887826,155466.69397991733,2014450.5939289017,135010.55003519138,2441758.295671396,163649.15155780772,2309371.702970869,154776.46599696547,2620995.3730163774,175661.80477053783,2974669.143358736,199365.38450133317,3376067.200861596,226267.49502707348,3831629.399921774,256799.74201080206
Skin/Body,North America,Hair Dye,Bobbi Brown,Hair Dye,1660737.3247182001,14.899760690512686,11.344444004024318,8.772811362392472,1893240.550178748,0.024129102014296026,1893240.550178748,282088.31127237924,1893240.550178748,282088.31127237924,1992884.78966184,296935.0644972413,1849138.7405747878,275517.2471812036,2058913.2495560152,306773.14700910455,2292485.5102433353,341574.85489093565,2552555.2452532616,380324.6230358652,2842128.4457228035,423470.3369296855
Skin/Body,North America,Hair Dye,Bobbi Brown,Face Make-Up,2883427.602602029,8.627784363506775,-3.1379446438820158,13.561020611346574,3287107.466966313,0.04189375269555468,3287107.466966313,283604.5440465832,2854593.326576009,246288.1566720328,3460113.123122435,298531.0989964034,2792947.2405859632,240969.4653042697,2705306.1022435455,233407.97687436323,2620415.0943075805,226083.76376564076,2538187.91920828,218989.38040986995,2458540.987345823,212117.614876628
Skin/Body,North America,Hair Dye,Bobbi Brown,Tools,4551881.257234987,14.496521859099019,1.780595820974014,5.888934044577253,5189144.633247885,0.06613496642608539,5189144.633247885,752245.4860590432,5189144.633247885,752245.4860590432,5462257.508681984,791837.3537463612,4632931.864677012,671613.9804800667,4715425.655848024,683572.710949572,4799388.32801719,695744.3780740588,4884846.036018178,708132.773394707,4971825.400396532,720741.7559647206
Skin/Body,North America,Hair Dye,Aveda,Lipstick,3766800.5549160773,18.456653899288657,12.741728485302346,11.918257642006735,4294152.632604328,0.05472841099208712,4294152.632604328,792556.8893069733,4294152.632604328,792556.8893069733,4520160.665899293,834270.409796814,4246756.054206346,783809.0668719527,4787866.180066459,883679.890015959,5397923.088970143,996275.9822810107,6085711.792812165,1123218.7629075362,6861136.665850317,1266336.2479731864
Skin/Body,North America,Hair Dye,Aveda,Mascara,3389142.407694295,6.262099474925733,-1.7674257181077246,13.57975863937911,3863622.344771496,0.049241359051232676,3863622.344771496,241943.8745650491,3355250.983617352,210109.15422754266,4066970.889233154,254677.7627000517,3329241.8331574104,208480.435353158,3270399.9567801855,204795.69852150336,3212598.0668590683,201176.08667625595,3155817.782405969,197620.4487816571,3100041.0473031094,194127.6541456502
Skin/Body,North America,Hair Dye,Aveda,Toner,3228930.7684681546,5.137955774249445,-2.970569142679358,10.289024767512782,3680981.0760536958,0.0469136200829879,3680981.0760536958,189127.17974613022,3196641.460783473,164242.02451637626,3874716.9221617854,199081.24183803183,3133013.1474215603,160972.82991594033,3039944.825628168,156191.02070235967,2949641.1626835796,151551.25843773942,2862020.0324851326,147049.3235192457,2777001.7485428276,142681.12169026426
Skin/Body,North America,Hair Dye,Aveda,Bronzer,522777.1273079841,7.4121207712624795,5.974675787331723,10.686532767697706,595965.9251311019,0.007595507397712869,595965.9251311019,44173.714126289,517549.35603490425,38361.38332019834,470499.4145771857,34873.984836543954,554011.3657549625,41063.99151627853,587111.7486837901,43517.43187471358,622189.7721769805,46117.45734020067,659363.5938464929,48872.82589763868,698758.4308385198,51792.8187931297
Skin/Body,North America,Hair Dye,Aveda,Hair Dye,3433825.6677617026,8.364039641908397,9.243584426950717,4.3214872249552005,3914561.2612483404,0.04989056884765893,3914561.2612483404,327415.4556976005,3914561.2612483404,327415.4556976005,4120590.801314043,344647.8481027374,3751234.24243556,313754.71909815236,4097982.746687777,342756.9014515322,4476783.241679735,374439.92501640477,4890598.480235983,409051.5956135072,5342665.079739765,446862.62520383083
Skin/Body,North America,Hair Dye,Aveda,Face Make-Up,1964298.6417167047,16.197371076770363,7.992657980944294,12.889127746918492,2239300.451557043,0.02853958998035281,2239300.451557043,362707.8036624886,2239300.451557043,362707.8036624886,2357158.3700600457,381797.68806577753,2121298.313873455,343594.55954335636,2290846.4328568983,371056.89752878883,2473945.953103813,400714.20626296784,2671679.9917688128,432741.9222506225,2885218.235856214,467329.50403627846
Skin/Body,North America,Hair Dye,Aveda,Tools,3459258.015351545,13.524629050032074,-3.1265046434381505,6.148021242832069,3943554.137500761,0.0502600792454351,3943554.137500761,533351.0684841698,3943554.137500761,533351.0684841698,4151109.618421854,561422.1773517577,3351104.1528730723,453224.4057563028,3246331.725927047,439054.32366513705,3144835.013774532,425327.26984853053,3046511.601040402,412029.3930069075,2951262.2743709916,399147.27490221645
Skin/Body,North America,Hair Dye,Elizabeth Arden,Lipstick,1693410.6545677646,8.659844650686253,14.460211095048912,6.503368145334646,1930488.1462072516,0.024603817730835156,1930488.1462072516,167177.27446146088,1676476.548022087,145180.26466390025,2032092.7854813174,175976.07838048515,1938281.409924313,167852.1589925767,2218560.9934154586,192123.9355105004,2539369.5963357487,219905.46214943443,2906567.800449389,251704.25618578552,3326863.6400150913,288101.22296547284
Skin/Body,North America,Hair Dye,Elizabeth Arden,Mascara,4514209.49829701,14.467079389958943,10.896226070832968,8.03691930347269,5146198.82805859,0.06558762778261469,5146198.82805859,744504.670020373,5146198.82805859,744504.670020373,5417051.397956411,783689.1263372347,5006087.970542466,724234.721029563,5551562.633117546,803148.9735164106,6156473.448085922,890661.901356333,6827296.712980169,987710.4356548983,7571214.397353036,1095333.5976490653
Skin/Body,North America,Hair Dye,Elizabeth Arden,Toner,3096067.4808186158,12.38776540728296,-1.09514024403911,11.114329613661074,3529516.928133222,0.044983229422204465,3529516.928133222,437228.2770674834,3529516.928133222,437228.2770674834,3715280.976982339,460240.2916499825,3062161.199853563,379333.34583070053,3028626.240216616,375179.1137014485,2995458.5354184755,371070.3762400747,2962654.0635036035,367006.6352161623,2930208.846562516,362987.39785561635
Skin/Body,North America,Hair Dye,Elizabeth Arden,Bronzer,1763475.6309838512,5.364739496471808,7.909445918143357,3.479549511698685,2010362.2193215901,0.025621802296130494,2010362.2193215901,107850.69600209253,1745840.8746740127,93659.81494918563,2116170.7571806214,113527.04842325531,1902956.782296156,102088.67410063092,2053470.1198375116,110163.32256716995,2215888.228411293,118876.63098725007,2391152.709443989,128279.11382449746,2580279.639817681,138425.28095671965
Skin/Body,North America,Hair Dye,Elizabeth Arden,Hair Dye,4732063.629588114,19.308928655038812,13.29728780440897,6.182221803576222,5394552.53773045,0.06875286317530442,5394552.53773045,1041630.3007689583,5394552.53773045,1041630.3007689583,5678476.355505737,1096452.9481778508,5361299.749502207,1035209.5436141557,6074207.207250574,1172864.3360072388,6881912.021434834,1328823.4823213916,7797019.669371244,1505520.9651782366,8833811.814973915,1705714.4208737025
Skin/Body,North America,Hair Dye,Elizabeth Arden,Face Make-Up,569554.7743799035,18.92477843881588,3.5636829663462866,14.533167466611374,649292.4427930899,0.008275146857480296,649292.4427930899,122877.15621856762,563859.2266361044,106709.10934770346,512599.29694191314,97008.28122518497,589851.9008584921,111628.16535461355,610872.3525760559,115606.23926900075,632641.9065509277,119726.07912586367,655187.2584126514,123992.73701394633,678536.0551383743,128411.4450624189
Skin/Body,North America,Hair Dye,Elizabeth Arden,Tools,4836289.896901638,17.7951418320104,0.8889778413917142,6.391368200426953,5513370.482467867,0.07026718226667791,5513370.482467867,981112.097079353,5513370.482467867,981112.097079353,5803547.8762819655,1032749.5758730032,4879283.4424305605,868275.4089663178,4922659.191052464,875994.1849542818,4966420.540468154,883781.5791504054,5010570.918583242,891638.2015553543,5055113.783776664,899564.667592565
Skin/Body,North America,Hair Dye,Kilian,Lipstick,4330115.021825856,9.753830077344166,-1.6101450662781502,8.795217674416902,4936331.124881475,0.06291289148511223,4936331.124881475,481481.3499759909,4936331.124881475,481481.3499759909,5196138.026191027,506822.47365893784,4260393.888437757,415551.5805037746,4191795.3664390612,408860.59723245224,4124301.380157867,402277.34849815856,4057894.1449668137,395800.0996185609,3992556.162596841,389427.1438422287
